,Disease,Symptoms
2241,221,"I have foot or toe pain, ankle pain, knee pain, ankle swelling, problems with movement, foot or toe swelling, lower body pain, bones are painful, change in skin mole size or color, foot or toe cramps or spasms, itchy scalp, muscle pain"
2242,221,"I am experiencing foot or toe pain, ankle pain, knee pain, ankle swelling, movement problems, foot or toe swelling, lower body pain, bones are painful, change in skin mole size or color, foot or toe cramps or spasms, itchy scalp, muscle pain"
2243,221,"I experienced foot or toe pain, ankle pain, knee pain, ankle swelling, problems with movement, foot or toe swelling, lower body pain, bones are painful, change in the skin molle size or color, foot or toe cramps or spasms, itchy scalp, muscle pain."
2244,221,"Foot or toe pain, ankle pain, knee pain, ankle swelling, problems with movement, foot or toe swelling, lower body pain, bones are painful, changes in skin mole size or color, foot or toe cramps or spasms, itchy scalp, muscle pain"
2245,221,"I am experiencing foot or toe pain, ankle pain, knee pain, ankle swelling, problems with movement, foot or toe swelling, lower body pain, bones are painful, change in skin mole size or color, foot or toe cramps or spasms, itchy scalp, muscle pain"
2246,221,"If I am experiencing foot or toe pain, ankle pain, knee pain, ankle swelling, problems with movement, foot or toe swelling, lower body pain, bones are painful, changes in skin mole size or color, foot or toe cramps or spasms, itchy scalp, muscle pain"
2247,221,"I have foot or toe pain, ankle pain, knee pain, ankle swelling, problems with movement, foot or toe swelling, lower body pain, bones are painful, change in skin mole size or color, foot or toe cramps or spasms, itchy scalp, muscle pain."
2248,221,"I am experiencing foot or toe pain, ankle pain, knee pain, ankle swelling, problems with movement, foot or toe swelling, lower body pain, bones are painful, change in skin mole size or color, foot or toe cramps or spasms, itchy scalp, muscle pain"
2249,221,"I have foot or toe pain, ankle pain, knee pain, ankle swelling, problems with movement, foot or toe swelling, lower body pain, bones are painful, change in skin size or color, foot or toe cramps or spasms, itchy scalp, muscle pain"
2250,222,"I have reduced vision, of eyelid, abnormal movement of eyelid, itchiness of eye, pain in eye, eye deviation, spots or clouds in vision, eye redness, eye moves abnormally, blindness, neck cramps or spasms, difficulty speaking"
2251,222,"I am experiencing reduced vision, of the eye, abnormal movement of the eyelid, itchiness of the eye, pain in the eye, eye deviation, spots or clouds in vision, eye redness, eye moves abnormally, blindness, neck cramps or spasms, difficulty speaking"
2252,222,"I am experiencing the reduced vision, of eyelids, abnormal movement of the eyelid, itchiness of eye, pain in the eye, eye deviance, spots or clouds in the vision, eye redness, the eye moves abnormally, blindness, neck cramps or spasms, difficulty speaking"
2253,222,"I am experiencing diminished vision of the eye, abnormal movement of eyelid, irritation of the eye, pain in the eye, eye deviation, spots or clouds in vision, eye redness, eye moves abnormally, blindness, neck cramps or spasms, difficulty speaking"
2254,222,"I am experiencing diminished vision,  of eye, abnormal movement of eyelid, itchiness of eye, pain in eye, eye deviation, spots or clouds in vision, eye redness, eye moves abnormally, blindness, neck cramps or spasms, difficulty speaking"
2255,222,"I am experiencing diminishing vision, of the eye, abnormal movement of eyelid, itchiness of the eye, pain in the eye, vision deviation, spots or clouds in the vision, eye redness, eye moves abnormally, blindness, neck cramps or spasms, difficulty speaking."
2256,222,"I have diminished vision of the eye, abnormal movement of eyelid, itchiness of the eye, pain in the eye, eye deviation, spots or clouds in the eye, eye redness, eye moves abnormally, blindness, neck cramps or spasms, difficulty speaking"
2257,222,"I have reduced vision, of the eye, abnormal movement of eyelid, itchiness of the eye, pain in the eye, eye deviation, spots or clouds in vision, eye redness, eye moves abnormally, blindness, neck cramps or spasms, difficulty speaking"
2258,222,"I have diminished vision, of the eye, abnormal movement of the eyelid, itchiness of eye, pain in the eye, eye deviation, spots or clouds in the vision, eye redness, eye moves abnormally, blindness, neck cramps or spasms, difficulty speaking"
2259,223,"I have depressive or psychotic, sleepiness, depression, insomnia, drinking alcohol, delusions or hallucinations, drug abuse, problems with movement, hostile behavior, slurring words, excessive anger, disturbance of memory."
2260,223,"I am depressive or psychotic, sleepiness, depression, insomnia, abusing alcohol, delusions or hallucinations, drug use, problems with movement, hostile behavior, slurring words, excessive anger, memory disturbance."
2261,223,"I am experiencing depressive or psychotic, sleepiness, depression, insomnia, drinking, delusions or hallucinations, drug abuse, problems with movement, hostile behavior, slurring words, excessive anger, disturbance of memory."
2262,223,"I am depressive or psychotic, sleepiness, depression, insomnia, alcohol abuse, delusions or hallucinations, drug addiction, problems with movement, hostile behavior, slurring words, excessive anger, disturbance of memory."
2263,223,"I am experiencing depressive or psychotic , sleepiness, depression, insomnia, abusing alcohol, delusions or hallucinations, drug abuse, problems with movement, hostile behavior, slurring words, excessive anger, disturbance of memory"
2264,223,"I feel depressive or psychotic, sleepiness, depression, insomnia, alcohol, delusions or hallucinations, drug use, trouble with movement, hostile behavior, slurring words, excessive anger, disturbance of memory."
2265,223,"I have depressive or psychotic, sleepiness, depression, insomnia, drinking alcohol, delusions or hallucinations, drug abuse, problems with movement, hostile behavior, slurring words, excessive anger, disturbance of memory."
2266,223,"Depressive or psychotic, sleepiness, depression, insomnia, consuming alcohol, delusions or hallucinations, drug addiction, movement problems, hostile behavior, slurring words, excessive anger, disturbance of memory."
2267,223,"I have depressive or psychotic, sleepiness, depression, insomnia, alcohol, delusions or hallucinations, drug abuse, problems with movement, hostile behavior, slurring words, excessive anger, loss of memory."
2268,224,"I have skin lupus, skin rash, abnormal appearance of skin, itching of skin, skin irritation, irregular appearance of the scalp, arm pain, mouth ulcer, foot or toe pain, peripheral edema, mouth pain, hand or finger pain"
2269,224,"I am experiencing skin lesion, skin rash, abnormal skin, itching of skin, skin irritation, irregular appearing scalp, headache, arm pain, mouth ulcer, foot or toe pain, peripheral edema, mouth pain, hand or finger pain"
2270,224,"I am experiencing skin lesion, skin rash, abnormal skin, itching of the skin, skin irritation, irregular looking scalp, arm pain, mouth ulcer, foot or heel pain, peripheral edema, mouth pain, hand or finger pain"
2271,224,"I am experiencing skin lesion, skin rash, abnormal skin, itching of skin, skin irritation, irregularly occurring scalp, arm pain, mouth ulcer, foot or toe pain, peripheral edema, mouth pain, hand or finger pain"
2272,224,"I am experiencing skin lesion, skin rash, abnormal appearing skin, itching of skin, skin irritation, irregular appearing scalp, arm pain, mouth ulcer, foot or toe pain, peripheral edema, mouth pain, hand or finger pain"
2273,224,"I experience skin lesion, skin rash, abnormal appearing skin, itching of the skin, skin irritation, irregular follicles, arm pain, mouth ulcer, foot or toe pain, peripheral edema, mouth pain, hand or finger pain"
2274,224,"I have skin lesion, skin rash, abnormally shaped skin, itching of skin, skin irritation, irregular looking scalp, arm pain, mouth ulcer, foot or toe pain, peripheral edema, mouth pain, hand or finger pain"
2275,224,"I experience skin lesion, skin rash, abnormal skin, itching of the skin, skin irritation, irregular appearing scalp, arm pain, mouth ulcer, foot or toe pain, peripheral edema, mouth pain, hand or finger pain"
2276,224,"I have a skin lesion, skin rash, abnormal skin, itching of the skin, skin irritation, irregular appearance of the scalp, arm pain, mouth ulcer, foot or toe pain, peripheral edema, mouth pain, hand or finger pains"
2277,225,"I have Impotence, pain of the penis, prostatic glands, mass in scrotum, frequenturination, sweating, infertility, lower abdominal pain, blood in urine, warts, bumps on the penis, emotional,"
2278,225,"Ich experience impotence, pain of the penis, prostate, mass in scrotum, frequent urination, sweating, infertility, lower abdominal pain, blood in urine, warts, bumps on the penis, emotional,"
2279,225,"I am experiencing impotence, Penis pain, of the prostate, mass in scrotum, frequent urination, sweating, infertility, lower abdominal pain, blood in urine, warts, bumps on penis, emotional,"
2280,225,"I am experiencing impotence, penis pain, prostate, mass in scrotum, frequent urine urination, sweating, infertility, abdominal pain, blood in urine, warts, bumps on penis, emotions,"
2281,225,"I am experiencing impotence, penis pain,  of prostate, mass in scrotum, frequent urination, sweating, infertility, lower abdominal pain, blood in urine, warts, bumps on penis, emotional , "
2282,225,"I experience impotence, Penis pain, prostate, mass in scrotum, frequent urination, sweating, infertility, lower abdominal pain, blood in urine, warts, bumps on the penis, emotional,"
2283,225,"I have impotence, penis pain, of the prostate, mass in scrotum, frequent urine, sweating, infertility, lower abdominal pain, blood in urine, warts, bumps on the penis, emotional,"
2284,225,"I am experiencing impotence, penis pain, prostate, mass in scrotum, frequent urination, sweating, infertility, lower abdominal pain, blood in urine, warts, bumps on the penis, emotional,"
2285,225,"I have impotence, penis pain of the prostate, mass in the scrotum, frequent urine, sweating, infertility, lower abdominal pain, blood in urine, warts, bumps on the penis, emotional,"
2286,226,"I have sharp abdominal pain, sharp chest pain, nausea, vomiting, difficulty swallowing, burning abdominal pain, dizziness, heartburn, back pain, upper abdominal pain, vomiting blood, regurgitation"
2287,226,"I am experiencing sharp abdominal pain, sharp chest pain, nausea, vomiting, difficulty swallowing, burning abdominal pain, dizziness, heartburn, back pain, upper abdominal pain, vomiting blood, regurgitation"
2288,226,"I am experiencing sharp abdominal pain, sharp chest pain, nausea, vomiting, difficulty in swallowing, burning abdominal pain, dizziness, heartburn, back pain, upper abdominal pain, vomiting blood, regurgitation"
2289,226,"I am suffering sharp abdominal pain, sharp chest pain, nausea, vomiting, difficulty swallowing, burning abdominal pain, dizziness, heartburn, back pain, upper abdominal pain, vomiting blood, regurgitation"
2290,226,"I am experiencing sharp abdominal pain, sharp chest pain, nausea, vomiting, difficulty in swallowing, burning abdominal pain, dizziness, heartburn, back pain, upper abdominal pain, vomiting blood, regurgitation"
2291,226,"I am experiencing sharp abdominal pain, sharp chest pain, nausea, vomiting, difficulty swallowing, burning abdominal pain, dizziness, heartburn, back pain, upper abdominal pain, vomiting blood, regurgitation"
2292,226,"I have sharp abdominal pain, sharp chest pain, nausea, vomiting, difficulty swallowing, burning abdominal pain, dizziness, heartburn, back pain, upper abdominal pain, vomiting blood, regurgitation"
2293,226,"I am experiencing sharp abdominal pain, sharp chest pain, nausea, vomiting, difficulty in swallowing, burning abdominal pain, dizziness, heartburn, back pain, abdominal pain, upper abdominal pain, vomiting blood, regurgitation"
2294,226,"I have sharp abdominal pain, sharp chest pain, nausea, vomiting, difficulty swallowing, burning abdominal pain, dizziness, heartburn, back pain, upper abdominal pain, vomiting blood, regurgitation"
2295,227,"I have abnormal involuntary movements, seizures, anxiety and nervousness, disturbance of memory, nausea, cramps and spasms, problems with movement, headache, delusions or hallucinations, restlessness, neck stiffness or tightness, arm stiffness or tightness"
2296,227,"I am experiencing abnormal involuntary movements, seizures, anxiety and nervousness, disturbance of memory, nausea, cramps and spasms, trouble with movement, headache, delusions or hallucinations, restlessness, neck stiffness or tightness, arm stiffness or tightness"
2297,227,"I am experiencing abnormal involuntary movements, seizures, anxiety and nervousness, disturbance of memory, nausea, cramps and spasms, movement problems, headache, delusions or hallucinations, restlessness, neck stiffness or tightness, arm stiffness or tightness."
2298,227,"Ich am experiencing abnormal involuntary movements, seizures, anxiety and nervousness, memory disorders, nausea, cramps and spasms, problems with movement, headache, delusions or hallucinations, restlessness, neck stiffness or tightness, arm stiffness or tightness"
2299,227,"I am experiencing abnormal involuntary movements, seizures, anxiety and nervousness, disturbance of memory, nausea, cramps and spasms, problems with movement, headache, delusions or hallucinations, restlessness, neck stiffness or tightness, arm stiffness or tightness"
2300,227,"I am experiencing abnormal involuntary movements, seizures, anxiety and nervousness, disturbance of memory, nausea, cramps and spasms, problems with movement, headache, delusions or hallucinations, restlessness, neck stiffness or tightness, arm stiffness or tightness."
2301,227,"I have abnormal involuntary movements, seizures, anxiety and nervousness, disturbance of memory, nausea, cramps and spasms, problems with movement, headache, delusions or hallucinations, restlessness, neck stiffness or tightness, arm stiffness or tightness"
2302,227,"I am experiencing abnormal involuntary movements, seizures, anxiety and nervousness, disturbance of memory, nausea, cramps and spasms, problems with movement, headache, delusions or hallucinations, restlessness, neck stiffness or tightness, arm stiffness or tightness"
2303,227,"I have abnormal involuntary movements, seizures, anxiety and nervousness, disturbance of memory, nausea, cramps and spasms, problems with movement, headache, delusions or hallucinations, restlessness, neck stiffness or tightness, arm stiffness or tightness"
2304,228,"I have dizziness, diminished hearing, ringing in ear, stuck feeling in ear, ear pain, nausea, headache, allergic reaction, heartburn, impotence, facial pain, bleeding from ear"
2305,228,"I am experiencing dizziness, decreased hearing, ringing in the ear, plugged feeling in ear, ear pain, nausea, headache, allergic reaction, heartburn, impotence, facial pain, bleeding from ear."
2306,228,"I am experiencing dizziness, diminished hearing, ringing in ear, plugged feeling in ear, ear pain, nausea, headache, allergic reaction, heartburn, impotence, facial pain, bleeding from ear."
2307,228,"I am experiencing dizziness, diminished hearing, ringing in the ear, plugged feeling in the ear, ear pain, nausea, headache, allergic reaction, heartburn, impotence, facial pain, bleeding from the ear."
2308,228,"I am experiencing dizziness, diminished hearing, ringing in ear, plugged feeling in ear, ear pain, nausea, headache, allergic reaction, heartburn, impotence, facial pain, bleeding from ear"
2309,228,"I am experiencing dizziness, diminished hearing, ringing in the ear, blocked feeling in the ear, ear pain, nausea, headache, allergic reaction, heartburn, impotence, facial pain, bleeding from the ear."
2310,228,"I have dizziness, decreased hearing, ringing in the ears, plugged sensation in the ears, ear pain, nausea, headache, allergic reaction, heartburn, impotence, facial pain, bleeding from ear."
2311,228,"I am experiencing dizziness, diminished hearing, ringing in ear, plugged feeling in ear, ear pain, nausea, headache, allergic reaction, heartburn, impotence, facial pain, bleeding from ear."
2312,228,"I have dizziness, reduced hearing, ringing in ear, plugged feeling in ear, ear pain, nausea, headache, allergic reaction, heartburn, impotence, facial pain, bleeding from ear."
2313,229,"I have rectal bleeding, pain of the anus, blood in stool, constipation, sharp abdominal pain, changes in stool appearance, lower body pain, irregular belly button, cramps and spasms, vaginal dryness, prostate, eye irritation"
2314,229,"I experience rectal bleeding, pain of the anus, blood in the stool, constipation, sharp abdominal pain, changes in stool appearance, lower body pain, irregular belly button, cramps and spasms, vaginal dryness, of the prostate, itchiness of the eyelids"
2315,229,"I am experiencing rectal bleeding, pain of the anus, blood in stool, constipation, sharp abdominal pain, changes in stool appearance, lower body pain, irregular belly button, cramps and spasms, vaginal dryness, of the prostate, itchiness of eyelids."
2316,229,"I feel rectal bleeding, pain of the anus, blood in stool, constipation, sharp abdominal pain, changes in the appearance of stool, lower body pain, irregular belly button, cramps and spasms, vaginal dryness, of prostate, itchiness of the eyes"
2317,229,"I am experiencing rectal bleeding, pain of the anus, blood in stool, constipation, sharp abdominal pain, changes in stool appearance, lower body pain, irregular belly button, cramps and spasms, vaginal dryness,  of prostate, itchiness of eye"
2318,229,"I experience rectal bleeding, pain of the anus, blood in stool, constipation, sharp abdominal pain, changes in stool appearance, lower body pain, irregular belly button, cramps and spasms, vaginal dryness, of the prostate, itchiness of the eyelids"
2319,229,"I have rectal bleeding, pain of the anus, blood in the stool, constipation, sharp abdominal pain, changes in stool appearance, lower body pain, irregular belly button, cramps and spasms, vaginal dryness, of the prostate, itchiness of the eyes"
2320,229,"I experience rectal bleeding, pain of the anus, blood in stool, constipation, sharp abdominal pain, changes in stool appearance, lower body pain, irregular belly button, cramps and spasms, vaginal dryness, of prostate, itchiness of eyelids"
2321,229,"I have rectal bleeding, pain of the anus, blood in the stool, constipation, sharp abdominal pain, changes in stool appearance, lower body pain, irregular belly button, cramps and spasms, vaginal dryness, prostate, itchiness of the eyes"
2322,230,"I have redness in ear, ear pain, nasal congestion, cough, diminished hearing, fever, fluid in the ear, plugged feeling in ear, pulling at the ears, allergic reaction, painful sinuses, bleeding from the ear."
2323,230,"I feel redness in the ear, ear pain, nasal congestion, cough, decreased hearing, fever, fluid in the ear, plugged feeling in ear, pulling at ears, allergic reaction, painful sinuses, bleeding from ear."
2324,230,"I am experiencing redness in ear, ear pain, nasal congestion, cough, diminished hearing, fever, fluid in ear, plugged feeling in ear, pulling at ears, allergic reaction, painful sinuses, bleeding from ear."
2325,230,"I am experiencing redness in ear, ear pain, nasal congestion, cough, decreased hearing, fever, fluid in ear, plugged feeling in ear, pulling at ears, allergic reaction, painful sinuses, bleeding from ear."
2326,230,"I am experiencing redness in ear, ear pain, nasal congestion, cough, diminished hearing, fever, fluid in ear, plugged feeling in ear, pulling at ears, allergic reaction, painful sinuses, bleeding from ear"
2327,230,"I feel redness in ear, ear pain, nasal congestion, cough, diminished hearing, fever, fluid in ear, plugged feeling in ear, pulling at ears, allergic reaction, painful sinuses, bleeding from the ear."
2328,230,"I have redness in the ear, ear pain, nasal congestion, coughing, diminished hearing, fever, fluid in the ear, plugged feeling in the ear, pulling at ears, allergic reaction, painful sinuses, bleeding from ear"
2329,230,"I am experiencing redness in ear, ear pain, nasal congestion, cough, diminished hearing, fever, fluid in ear, plugged feeling in ear, pulling at ears, allergic reaction, painful sinuses, bleeding from ear."
2330,230,"I have redness in ear, ear pain, nasal congestion, cough, diminished hearing, fever, fluid in ear, plugged feeling in ear, pulling at ears, allergic reaction, painful sinuses, bleeding from ear."
2331,231,"I have pain from my hand or finger, foot or toe pain, hand or finger swelling, foot or toe swelling, hand or finger stiffness or tightness"
2332,231,"I am experiencing hand or finger pain, foot or toe pain, hand or finger swelling, foot or toe swelling, hand or finger stiffness or tightness"
2333,231,"I experience hand or finger pain, foot or toe pain, hand or finger swelling, foot or toe swelling, hand or finger stiffness or tightness"
2334,231,"I am experiencing hand or finger pain, foot or toe pain, hand or finger swelling, foot or toe swelling, hand or finger stiffness or tightness"
2335,231,"I am experiencing hand or finger pain, foot or toe pain, hand or finger swelling, foot or toe swelling, hand or finger stiffness or tightness"
2336,231,"I am experiencing hand or finger pain, foot or toe pain, hand or finger swelling, foot or toe swelling, hand or finger stiffness or tightness"
2337,231,"I have hand or finger pain, foot or toe pain, hand or finger swelling, foot or toe swelling, hand or finger stiffness or tightness"
2338,231,"I am experiencing hand or finger pain, foot or toe pain, hand or finger swelling, foot or toe swelling, hand or finger stiffness or tightness."
2339,231,"I have hand or finger pain, foot or toe pain, hand or finger swelling, foot or toe swelling, hand or finger stiffness or tightness."
2340,232,"I have constipation, ankle pain, vomiting, sharp abdominal pain, wrist weakness, elbow weakness, eye strain, feeling hot and cold, nailbiting, low back - weakness, emotional, underweight."
2341,232,"I am experiencing constipation, ankle pain, vomiting, sharp abdominal pain, wrist weakness, elbow weakness, eye strain, sensation hot and cold, nail biting, low back weakness, emotional, underweight"
2342,232,"I experience constipation, ankle pain, vomiting, sharp abdominal pain, wrist weakness, elbow weakness, eye strain, feeling hot and cold, nailbiting, low back weakness, emotional, underweight"
2343,232,"I am experiencing constipation, ankle pain, vomiting, sharp abdominal pain, wrist weakness, elbow weakness, eye strain, feeling hot and cold, nailbiting, low back weakness, emotional, underweight."
2344,232,"I am experiencing constipation, ankle pain, vomiting, sharp abdominal pain, wrist weakness, elbow weakness, eye strain, feeling hot and cold, nailbiting, low back weakness, emotional , underweight"
2345,232,"I am experiencing constipation, ankle pain, vomiting, sharp abdominal pain, wrist weakness, elbow weakness, eye strain, hot and cold, nailbiting, low back weakness, emotional, underweight."
2346,232,"I have constipation, ankle pain, vomiting, sharp abdominal pain, wrist weakness, elbow weakness, eye strain, feeling hot and cold, nailbite, low back weakness, emotional, underweight."
2347,232,"- Constipation, ankle pain, vomiting, sharp abdominal pain, wrist weakness, elbow - weakness, eye strain, heat and cold, numbing, low back - weakness, emotional, underweight -"
2348,232,"I have constipation, ankle pain, vomiting, sharp abdominal pain, wrist weakness, elbow weakness, eye strain, hot and cold, nailbiting, low back weakness, emotional, overweight"
2349,233,"I have fatigue, shoulder pain, leg pain, ache all over, sharp chest pain, muscle pain, hip pain, irregular heartbeat, leg weakness, stiffness all over, difficulty swallowing, temper problems."
2350,233,"I am experiencing fatigue, shoulder pain, leg pain, ache all over, sharp chest pain, muscle pain, hip pain, irregular heartbeat, leg weakness, stiffness all over, difficulty swallowing, temper problems."
2351,233,"I am experiencing fatigue, shoulder pain, leg pain, ache all over, sharp chest pain, muscle pain, hip pain, irregular heartbeat, leg weakness, stiffness all over, difficulty swallowing, temper problems"
2352,233,"Ich experience fatigue, shoulder pain, leg pain, ache all over, sharp chest pain, muscle pain, hip pain, irregular heartbeat, leg weakness, stiffness all over, difficulty swallowing, temper problems"
2353,233,"I am experiencing fatigue, shoulder pain, leg pain, ache all over, sharp chest pain, muscle pain, hip pain, irregular heartbeat, leg weakness, stiffness all over, difficulty in swallowing, temper problems"
2354,233,"I am experiencing fatigue, shoulder pain, leg pain, aches all over, sharp chest pain, muscle pain, hip pain, irregular heartbeat, leg weakness, stiffness all over, difficulty swallowing, temper problems"
2355,233,"I have fatigue, shoulder pain, leg pain, ache over all, sharp chest pain, muscle pain, hip pain, irregular heartbeat, leg weakness, stiffness over all, difficulty swallowing, temper problems"
2356,233,"I am experiencing fatigue, shoulder pain, leg pain, ache all over, sharp chest pain, muscle pain, hip pain, irregular heartbeat, leg weakness, stiffness all over, difficulty swallowing, temper problems"
2357,233,"I have fatigue, leg pain, shoulder pain, ache all over, sharp chest pain, muscle pain, hip pain, irregular heartbeat, leg weakness, stiffness all over, difficulty swallowing, temper problems"
2358,234,"I have skin lesion, leg swelling, peripheral edema, leg pain, abnormal appearing skin, fluid retention, skin on leg or foot looks infected, lymphedema, foot or toe swelling, skin dryness peeling or roughness, neck mass, throat swelling"
2359,234,"I am experiencing skin lesion, leg swelling, peripheral edema, leg pain, abnormal skin, fluid retention, skin on leg or foot looks infected, lymphedema, foot or toe swelling, skin dryness peeling scaliness or roughness, neck mass, throat swelling"
2360,234,"I am experiencing skin lesion, leg swelling, peripheral edema, leg pain, abnormal skin appearance, fluid retention, the skin on leg or foot looks infected, lymphedema, foot or toe swelling, skin dryness peeling scaliness or roughness, neck mass, throat swelling."
2361,234,"I am experiencing a skin lesion, leg swelling, peripheral edema, leg pain, abnormal skin, fluid retention, skin on leg or foot looks infected, lymphedema, foot or toe swelling, skin dryness peeling scaliness or roughness, neck mass, throat swelling"
2362,234,"I am experiencing skin lesion, leg swelling, peripheral edema, leg pain, abnormal appearing skin, fluid retention, skin on leg or foot looks infected, lymphedema, foot or toe swelling, skin dryness peeling scaliness or roughness, neck mass, throat swelling"
2363,234,"I am experiencing skin lesion, leg swelling, peripheral edema, leg pain, abnormal appearance of skin, fluid retention, skin on leg or foot looks infected, lymphedema, foot or toe swelling, skin dryness, peeling scaliness or roughness, neck mass, throat swelling"
2364,234,"I have skin lesion, leg swelling, peripheral edema, leg pain, abnormal appearance of skin, fluid retention, skin on leg or foot looks infected, lymphedema, foot or toe swelling, skin dryness peeling scaliness or roughness, neck mass, throat swelling"
2365,234,"I am experiencing skin lesion, leg swelling, peripheral edema, leg pain, abnormal appearing skin, fluid retention, skin on leg or foot looks infected, lymphedema, foot or toe swelling, skin dryness peeling scaliness or roughness, neck mass, throat swelling"
2366,234,"I have skin lesion, leg swelling, peripheral edema, leg pain, abnormal skin, fluid retention, skin on leg or foot looks infected, lymphedema, foot or toe swelling, skin dryness peeling scaliness or roughness, neck mass, throat swelling"
2367,235,"I have blood in urine, retention of urine, bladder, bladder mass, excessive urine at night, groin mass, kidney mass, penis redness, prostate, mass in scrotum, penile discharge, pain in the intercourse."
2368,235,"I am experiencing blood in urine, retention of urine, bladder, bladder mass, excessive urination at night, groin mass, kidney mass, penis redness, prostate, mass in scrotum, penile discharge, pain during the intercourse"
2369,235,"I am experiencing blood in urine, retention of urine, of the bladder, bladder mass, excessive urine at night, groin mass, kidney mass, penis redness, of prostate, mass in scrotum, penile discharge, pain during IVF"
2370,235,"I am experiencing blood in urine, retention of urine in the bladder, bladder mass, excessive urine at night, groin mass, kidney mass, penis redness, prostate mass, penile discharge, pain during intercourse"
2371,235,"I am experiencing blood in urine, retention of urine,  of bladder, bladder mass, excessive urination at night, groin mass, kidney mass, penis redness,  of prostate, mass in scrotum, penile discharge, pain during intercourse"
2372,235,"During's I am experiencing blood in urine, retention of urine, bladder, bladder mass, excessive urine in the night, groin mass, kidney mass, penis redness, prostate, mass in scrotum, penile discharge, pain during intercourse."
2373,235,"I have blood in urine, retention of urine, bladder, bladder mass, excessive urine at night, groin mass, kidney mass, penis redness, prostate, mass in scrotum, penile discharge, pain during the relationship."
2374,235,"I am experiencing blood in urine, retention of urine, bladder, bladder mass, excessive urination at night, groin mass, kidney mass, penis redness, prostate, mass in scrotum, penile discharge, pain during pregnancy."
2375,235,"I have blood in urine, retention of urine, bladder, bladder mass, excessive urine during the night, groin mass, kidney mass, penis redness, of prostate, mass in scrotum, penile discharge, pain during the relationship."
2376,236,"I have cough, shortness of breath, wheezing, fever, difficulty breathing, nasal congestion, sharp chest pain, sore throat, coryza, vomiting, headache, chest tightness"
2377,236,"I experience cough, shortness of breath, wheezing, fever, difficulty breathing, nasal congestion, cough, sharp chest pain, sore throat, coryza, vomiting, headache, chest tension"
2378,236,"I am experiencing chest pain, chest pain, cough, shortness of breath, wheezing, fever, difficulty breathing, nasal congestion, vomiting, headache, chest tightness"
2379,236,"I am experiencing cough, shortness of breath, wheezing, fever, difficulty breathing, nasal congestion, sharp chest pain, sore throat, coryza, vomiting, headache, chest tightness."
2380,236,"I am experiencing cough, shortness of breath, wheezing, fever, difficulty breathing, nasal congestion, sharp chest pain, sore throat, coryza, vomiting, headache, chest tightness"
2381,236,"I am experiencing cough, shortness of breath, wheezing, fever, difficulty breathing, nasal congestion, sharp chest pain, sore throat, coryza, vomiting, headache, chest tension"
2382,236,"I have cough, shortness of breath, wheezing, fever, difficulty breathing, nasal congestion, sharp chest pain, sore throat, coryza, vomiting, headache, chest tightness"
2383,236,"I am experiencing cough, shortness of breath, wheezing, fever, difficulty breathing, nasal congestion, sharp chest pain, sore throat, coryza, vomiting, headache, chest tightness"
2384,236,"I have cough, shortness of breath, wheezing, fever, difficulty breathing, nasal congestion, sharp chest pain, sore throat, coryza, vomiting, headaches, chest tightness"
2385,237,"I have reduced vision, pain in eye, of eye, eye redness, spots or clouds in vision, foreign body sensation in eye, itchiness of eye, blindness, lacrimation, double vision, eye burns or stings"
2386,237,"I experience decreased vision, pain in the eye, of eye, eye redness, spots or clouds in the vision, foreign body sensation in the eye, itchiness of eye, blindness, lacrimation, double vision, eye burns or stings"
2387,237,"I experience diminished vision, pain in the eye, eye redness, spots or clouds in the vision, foreign body sensation in the eye, itchiness of the eye, blindness, lacrimation, double vision, eye burns or stings"
2388,237,"I feel reduced vision, pain in eye, redness of the eye, spots or clouds in the vision, foreign body sensation in eye, itchiness of eye, blindness, lacrimation, double vision, eye burns or stings"
2389,237,"I am experiencing diminished vision, pain in eye,  of eye, eye redness, spots or clouds in vision, foreign body sensation in eye, itchiness of eye, blindness, lacrimation, double vision, eye burns or stings"
2390,237,"I am experiencing lost vision, pain in the eye, eye redness, spots or clouds in vision, foreign body sensation in the eye, itchiness of the eye, blindness, lacrimation, double vision, eye burns or stings"
2391,237,"I have decreased vision, pain in the eye, blepharis, spots or clouds in the vision, foreign body sensation in the eye, itchiness of the eye, blindness, laxity, double vision, eye burns or stings"
2392,237,"I experience decreased vision, pain in eye, of eye redness, spots or clouds in vision, foreign body sensation in eye, itchiness of eye, blindness, lacrimation, double vision, eye burns or stings"
2393,237,"I have reduced vision, pain in the eye, eye redness, spots or clouds in vision, foreign body sensation in the eye, itchiness of eye, blindness, lacrimation, double vision, eye burns or stings"
2394,238,"I have a sharp chest pain, drug abuse and a lip swelling"
2395,238,"I am experiencing painful chest, drug use and lip swelling."
2396,238,"I experience frequent chest pain, drug abuse and lip swelling"
2397,238,"I am experiencing sharp chest pain, drug abuse, lip swelling"
2398,238,"I am experiencing sharp chest pain, drug abuse, lip swelling"
2399,238,"I'm experiencing a numbing chest pain, drug abuse, lip swelling."
2400,238,"I have sharp chest pain, drug abuse, lip swelling."
2401,238,"I am experiencing sharp chest pain, drug abuse, lip swelling"
2402,238,"I have sharp chest pain, drug abuse, lip swelling"
2403,239,"I have knee pain, knee swelling, fluid retention, problems during pregnancy, knee stiffness or tightness"
2404,239,"I am experiencing knee pain, knee swelling, fluid retention, problems during pregnancy, knee stiffness or tightness"
